Template,mname,Subject,date,Inactive Users,1st Time Openers,First Open %,1st Time Clickers,First Click %
1105_22_internal_scratch_4pm ????? (2) no open past 1 day  | 1105-moji-scratch,GPTTco SDR,"?? {{first_name}} you have received a message in your inbox, see here",11/5/2022,17321,8,0.046165388,11,0.06346642
Day 0 Follow Up: Zinq Samsung Product Test (atox-ssngsmra1) ????????,GPTTco SDR,Product Test a Samsung OLED TV. Confirm Your Application,11/5/2022,2067,8,0.385542169,3,0.144927536
DAY0 email 3 - (INT) SIG Internal ???? EFLink,MyShopDiscounts WIFI,Your offer is available. Access it now,11/5/2022,9229,8,0.086608206,5,0.054147715
> ????-live-day0-v2-GetPaidToTry - CPA-???? verify your email ASAP!,Major (Dave) GFR,???? verify your email ASAP!,11/5/2022,2312,8,0.344827586,9,0.387763895
GetPaidToTry-(Creative#SA)-STRONG-CREATIVE,GPTT (GF Marketing) FROG,Unread:Confirm Your Email,11/5/2022,2422,8,0.329218107,14,0.574712644
Day 1: Clickwork Cashapp (d1u-bxin) ????????,GPTTco SDR,{{date}} confirm your Cashapp offer,11/5/2022,2105,8,0.378608613,7,0.331439394
1105 - Conceptual Cashapp - [ EE and have not started ..] 5PM,SigN DRAGON,???? please confirm your offer,11/5/2022,14405,8,0.055505446,30,0.207828195
Zeeto-LYSOL -OPENER WORKFLOW - Email#5 ?,GPTT FROG,we're trying to contact you....,11/5/2022,1480,7,0.470746469,6,0.403768506
Day 0 4 hour Follow up Internal - GiftCardGrabber CashApp - refresh [DATE] (2),GPTTN2 DRAGON,"{{ ""now"" | usa_time_zone: ""ET"" | date: ""%m-%d-%Y"" }} your records indicate you would be interested i",11/5/2022,708,7,0.979020979,7,0.979020979
Day 0 Follow Up - Scratch v25 internal,GPTT C DRAGON,Thank you {{first_name}} {{last_name}} - Here Is Your $25.00 Virtual Scratch off option,11/5/2022,2120,7,0.329102022,6,0.282220132
1104-22-Shift44-Unemployment Resources-(4NEW)(OPEN),Sig. Surveys (GF Marketing) FROG,"DELIVERED: you may be eligible for as much as $48,600 in total benefits.",11/5/2022,3442,7,0.202957379,14,0.405092593
110522 - (Fluent) Dewalt Product Offer (DPOT1) **BONUS** EE ?,Samplegrabber special WIFI,11.05.22 confirm your $500 dewalt tools offer!,11/5/2022,6311,7,0.110794555,12,0.189783331
1105_22_Internal_SIG_1am (EE-1DNA) ?????,GiftCardGrabber A DRL,{{first_name}} we sent you a message alert,11/5/2022,8271,7,0.084561488,21,0.253256151
110522 (INT) SIG Offer  [SROT1] 10:00 pm **BONUS** EE ?,gpttSGRB WIFI,you need to confirm your email....,11/5/2022,3963,7,0.176322418,7,0.176322418
110522-???? (Zeeto) Bath & Body Fall Body Cream - CPA (U)-10am-2x-anc-Your PACKAGE offer was eDelivered on 11/05/2,GiftCardGrabber GFR,"Your PACKAGE offer was eDelivered on 11/05/2022, confirm ASAP!",11/5/2022,6596,7,0.106012419,14,0.211800303
110522-???? (ZinQ) Test and Keep Galaxy note 20 Ultra - CPA (U)-5pm-3x-aunc-You received a confirmation email,Major (Dave) GFR,You received a confirmation email,11/5/2022,20627,7,0.03392459,14,0.067826171
Conceptual_Kohls_Day0 (Email #4),giftcardgrabber FROG,???? {{first_name}} please confirm your email,11/5/2022,2020,7,0.345337938,5,0.24691358
1105-22-Whatif-OMGSweeps(CPC),GPTT (GF Marketing) FROG,???? you received your grand prize offer! verify email now ?,11/5/2022,12300,7,0.056878199,9,0.073117231
110522 BB ATH T1 (10:00pm) / Emai Exists ?,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Choose a card for your Secret Tarot Reading",11/5/2022,65080,7,0.010754836,8,0.012291052
REFRESH - No Click After 1 Day (Whatif) Unemployments Benefits Guide Template 1 [UBGT1] ???? EFLink,MyShopDiscounts WIFI,"{{first_name}}, you still have not confirm your email information..",11/5/2022,9257,7,0.075561313,4,0.04319188
2 Day New No Opens - EMAIL #3 EFLink,MSDZ1 WIFI,{{first_name}} your $12k sweeps entry needs your confirmation.,11/5/2022,6146,7,0.113765643,5,0.081287596
????-live-day0-v2-GetPaidToTry - CPA-???? verify your email ASAP!,Sig (Dave) GFR,???? verify your email ASAP!,11/5/2022,1033,7,0.673076923,8,0.768491835
Day 4 (Fluent) Survey Voices - Cash From Home - CPA (PY) EFLink,MSDZ1 WIFI,Exclusive surveys & work from home opportunities for you >>,11/5/2022,5363,6,0.111752654,4,0.074529532
1105_22_skenzo_bank_account_6am ?????,GetPaidToTry TRG SDR,It's time for a change. Your bank account options for 2022 are inside,11/5/2022,37842,6,0.015852885,6,0.015852885
GPTT Internal 2.5 ???? (48hr-nonclk),GPTT C DRAGON,2nd attempt: ???? {{first_name}} Your Notification Has Arrived,11/5/2022,2126,6,0.281425891,5,0.234631628
GetPaidToTry-(Creative#SA)- Inactive Clicker WorkFlow (1) ?,GPTT FROG,(1) confirm your email,11/5/2022,1464,6,0.408163265,2,0.136425648
110522-???? (WhatIf) Found Money Guide - RS (U)-1pm-2x-aunc-Please verify your email,Major (Dave) GFR,Please verify your email,11/5/2022,20325,6,0.029511583,13,0.063919756
1106_22_Zeeto_Bath&BodyRose_7am (EE) ?????,Sig TRG DRL,Bath & Body Works ? Rose samples,11/5/2022,16406,6,0.036558616,11,0.067003716
Clickwork7 - Cashapp Vs Paypal ???? [ATOX],GPTT C DRAGON,Cash App deposit or PayPal GC - You get to choose,11/5/2022,2232,6,0.268096515,5,0.223513634
1105-22-Schenzo-BuyNowPayLater-(4NEW)(Open) ?,Sig. Surveys (GF Marketing) FROG,you have received buy now & pay later options. (details inside),11/5/2022,10688,6,0.056106228,16,0.149476831
Scratch Card v10 - [scr-dz2],GPTTN2 DRAGON,"{{ ""now"" | usa_time_zone: ""ET"" | date: ""%m-%d-%Y"" }} we sent you a message",11/5/2022,721,6,0.825309491,20,2.699055331
1105-22-MJS-ScratchCard-Creative#4-Open+Bonus(4d),SignatureSurveys FROG,DELIVERED: we tried to reach you,11/5/2022,14905,6,0.04023875,12,0.08044513
110522-???? (Conceptual) Visa - CPC (U)-8pm-2x-anc-?? Your registration is incomplete...,Sweepsgen2 GFR,?? Your registration is incomplete...,11/5/2022,39629,6,0.015138135,4,0.0100926
CashApp - csh-do75 ????,GetPaidToTry TRG SDR,"alert - confirm your Cashapp offer for {{ ""now"" | date: ""%m-%d"" }}",11/5/2022,4171,6,0.143643763,6,0.143643763
1 Day Old and Received an Email today: GCG Visa ????????,GPTTco SDR,ATTN: Confirm your Visa offer,11/5/2022,3479,6,0.172166428,6,0.172166428
1105-22--Fluent--BitcoinOffer-EE ?,SignatureSurveys FROG,e-delivery completed : Your Bitcoin Offer Has Arrived,11/5/2022,14992,6,0.040005334,25,0.166477992
110522-???? (Zeeto) OkWow $100 CashApp - CPA (U)-3pm-3x-anc-{{first_name}} your alert confirmation code is 651-932,Sweepsgen2 GFR,{{first_name}} your alert confirmation code is 651-932,11/5/2022,39342,6,0.015248551,6,0.015248551
1105_22_Fluent_Rewardle750CashPrelander_1pm (EE) ?????,SignatureSurveys A DRL,?You have 3 chances. Can you guess today's cash reward??,11/5/2022,5975,6,0.100317673,7,0.11701772
1105_22_zinq_samsungS21_6am ?????,GPTTco SDR,{{first_name}} confirm your Samsung offer.,11/5/2022,19575,6,0.030641949,15,0.076569678
Saad Official Day 0 (gpt-d0-stp) ????,GetPaidToTry TRG SDR,{{date}} you have a message in your inbox,11/5/2022,4191,6,0.142959257,10,0.238038562
2 Day New No Opens - (Zinq) PayPal Template 1 [PPLT1] EFLink,MSDZ1 WIFI,(1) Delivered: we tried reaching you.,11/5/2022,5146,6,0.116459627,13,0.251986819
3x-???? (INT) SignatureSurveys (Travis)-{{first_name}} Confirm Your $5 Credit,GiftCardGrabber GFR,{{first_name}} Confirm Your $5 Credit,11/5/2022,6599,6,0.090840273,20,0.302160447
1105_22_Shift44_UnemploymentResources_11am (EE) ?????,SignatureSurveys A DRL,Have you received unemployment assistance?,11/5/2022,5885,6,0.10185028,5,0.084889643
1105_22_Internal_GPTT_12am (EE) ?????,Sig TRG DRL,{{first_name}} we sent you a message alert,11/5/2022,16666,6,0.035988484,23,0.137815327
110522-???? GiftCardGrabber-Cash App - CPC-2pm-3x-aunc-{{first_name}} your alert confirmation code is 751-932,Major (Dave) GFR,{{first_name}} your alert confirmation code is 751-932,11/5/2022,20429,6,0.02936139,14,0.068483099
Sig MIKD day0 ????,SIGNATURESURVEYS MIKD DRAGON,can you please confirm your email?,11/5/2022,879,6,0.677966102,6,0.677966102
110522-Getpaidtotry-Internal(Plain.Creative)-Test Condition*,GPTT FROG,???? activate your email,11/5/2022,6591,6,0.090950432,6,0.090950432
"110522-???? Fluent - Survey Voices Mobile Money Transfer Winter-7pm-3x-anc-, CashApp, PayPal, Venmo, or Zelle?",Sweepsgen2 GFR,", CashApp, PayPal, Venmo, or Zelle?",11/5/2022,39629,6,0.015138135,7,0.017660712
110522-???? (Zeeto) OkWow $10k Jackpot - CPA (U)-3pm-3x-aunc-???? 2ND NOTICE: {{first_name}} you received a JACKPOT o,Major (Dave) GFR,"???? 2ND NOTICE: {{first_name}} you received a JACKPOT offer notification, Confirm ASAP!",11/5/2022,20510,5,0.02437241,18,0.087685113
"110522-???? (Skenzo 2) Bank Account 0520 - RS (U)-6pm-3x-anc-You received Bank Account options, View ASAP!",Sweepsgen (Dave) GFR,"You received Bank Account options, View ASAP!",11/5/2022,39445,5,0.012674271,5,0.012674271
110522 - (Spark) Sweeps Winner - CPA (PY) 9:00 am **BONUS** EE ?,Samplegrabber special WIFI,11/05/22 find out if you're the *guaranteed winner* of this sweeps,11/5/2022,6329,5,0.078939059,4,0.063161219
1105_22_fluent_mobiletransfer_6pm ?????,GPTTco SDR,How do you want to get paid online?,11/5/2022,14072,5,0.035518932,10,0.07101264
110522 (INT) SIG Offer  [SROT1] 8:00 pm  EE ?,gpttSGRB WIFI,"{{ ""now"" | date: ""%m-%d"" }}  you need to confirm your email!",11/5/2022,3965,5,0.125944584,5,0.125944584
110522-???? (WhatIf) USA Assistance Guide - Rent Relief - RS (U)-9am-2x-anc-???? {{first_name}} we've been trying to ,GiftCardGrabber GFR,???? {{first_name}} we've been trying to reach you...,11/5/2022,6571,5,0.076034063,10,0.151952591
> ????-live-72 hour non-openers -???? Signature Surveys - CPA,GiftCardGrabber GFR,Verification alert received,11/5/2022,344,5,1.432664756,6,1.714285714
72 hour non-openers EMAIL,gcgSGRB WIFI,youâ€™re late to verifying your email...,11/5/2022,1594,5,0.312695435,3,0.187852223
1105_22_PureAds_GasCard_3am (EE) ?????,SignatureSurveys A DRL,Please accept your gas card survey reward offer. $90 min value!,11/5/2022,5580,5,0.089525515,4,0.071633238
Click2Win -WhatIf (OPENER WORKFLOW - Email#1) ????,Major Sweeps 4 FROG,verify your email,11/5/2022,1096,5,0.454132607,44,3.859649123
MORE THAN 1 DAY NON CLICK - GPTT Internal v12.5,Giftcardgrabber DRAGON,????  $5 instant activation bonus offer,11/5/2022,391,5,1.262626263,1,0.255102041
Internal_GPTT_Day0 ???? ????,SampleThat A DRL,Please confirm your email,11/5/2022,897,5,0.554323725,4,0.443951165
ZQ Dwlt T1,sigSGRB PNT,"{{ ""now"" | date: ""%m-%d"" }} Limited: $500 DEWALT Tools Set - Enter Now!",11/5/2022,1417,5,0.35161744,6,0.421644413
Internal_GPTT_OWNC ????,GPTT A DRL,please confirm your $5 credit,11/5/2022,858,5,0.579374276,37,4.134078212
Clickwork7_CashAppVsPaypal_CB12DNO ????,GiftCardGrabber A DRL,Cash App deposit or PayPal GC - You get to choose,11/5/2022,354,5,1.39275766,5,1.39275766
1105_22_Spark_GetFreePhonesOnline_5pm (EE) ?????,SignatureSurveys A DRL,Want to lower your phone costs?,11/5/2022,5975,5,0.08361204,8,0.133712185
Day 3 (Zinq) Win shell voucher - [YR] - CPA (PY) EFLink,MSDZ1 WIFI,Want a $100 Shell Gas Voucher? Get your chance to win!,11/5/2022,6007,5,0.083166999,1,0.016644474
110522-???? (Skenzo 2) Tablet 1119 - RS (U) and Laptop 1219 - RS (U)-12pm-2x-anc-Your results are in : Review and ,GiftCardGrabber GFR,Your results are in : Review and take action (( Laptop and Tablet Options )),11/5/2022,6613,5,0.075551526,5,0.075551526
Whatif_USAAssistanceGuide_Day0 (Email #5),giftcardgrabber FROG,Delivered: check your funds info,11/5/2022,2054,5,0.242836328,4,0.19436346
1105_22_Whatif_FoundMoneyGuide_2pm (EE) ?????,Sig TRG DRL,Do you qualify for grant funds? Find out now,11/5/2022,16964,5,0.029465496,9,0.053025393
Conceptual paypal (Exclusion drop) ????????,GetPaidToTry TRG SDR,"{{first_name}} Confirm your PayPal offer {{ ""now"" | date: ""%d-%m-%Y"" }}",11/5/2022,3424,4,0.116686114,5,0.145815106
110522-???? (Conceptual) PayPal - CPA (U)-7am-2x-anc-{{first_name}} your PayPal offer was eDelivered on 11/05/2022,Sweepsgen (Dave) GFR,{{first_name}} your PayPal offer was eDelivered on 11/05/2022,11/5/2022,38391,4,0.010418023,4,0.010418023
Internal Gptt - Sent Day0 past 1d and sent any email 1d ????,GPTTco SDR,???? {{first_name}} You have a message in your inbox,11/5/2022,2192,4,0.182149362,4,0.182149362
WEEKLY - Open No Open Day 5 (WhatIf) Found Money Guide ???? EFLink,MyShopDiscounts WIFI,Please verify your email,11/5/2022,551,4,0.720720721,32,5.488850772
Internal_GPTT-(Creative#10) ????,Major Sweeps 2 FROG,activate your account,11/5/2022,330,4,1.19760479,11,3.225806452
Internal_GPTT_ANC ????,GPTT A DRL,Please activate your account,11/5/2022,1427,4,0.279524808,4,0.279524808
O no O in 1 D SIG T1 ???? EVERFLOW,gcgSGRB WIFI,{{first_name}} you still have to confirm your email,11/5/2022,796,4,0.5,19,2.331288344
110522 (Whatif) Found Money Guide [FMGT1] **BONUS**  8:00 am EE ?,gcgSGRB WIFI,11.05.22 - member #049492 activate your funding offer,11/5/2022,11287,4,0.035426446,4,0.035426446
(Zinq) Bath & Body Works ATOCOMP2,Samplegrabber special WIFI,this message is about your product tester application,11/5/2022,1095,4,0.363967243,9,0.815217391
1105-22-Zeeto-Paypal(OK)-EE ?,SignatureSurveys FROG,email delivered:  ???? your paypal offer is here,11/5/2022,14986,4,0.026684456,27,0.179844135
2 Day New No Opens - EMAIL #2 EFLink,MSDZ1 WIFI,"{{first_name}}, your email needs to be confirmed",11/5/2022,6142,4,0.065082981,10,0.162548765
ZINQ-BeatsHeadphones -OPENER WORKFLOW - Email#4 ?,GPTT FROG,???? You've got a GOLDEN TICKET (details inside).,11/5/2022,1468,4,0.27173913,4,0.27173913
BSET - WF E #1 [IN SIGM T7],GCGZ1 PNT,????$5 BONUS???? Create your account and start earning!,11/5/2022,577,4,0.688468158,9,1.535836177
Sig Internal(PLAINCREATIVE)-NEW WorkFlow ???? (supsup-ATOX),MajorSweeps FROG,[1] your account needs confirmation,11/5/2022,1270,4,0.313971743,4,0.313971743
Exclusion First Email (INT) Gift Card Grabber [GCGT1] ????,MyShopDiscounts WIFI,We sent you a cash app deposit offer alert >>>,11/5/2022,7775,4,0.051420491,5,0.064267352
REFRESH - No Open After 1 Day (Amici) Visa $500 Sweeps [VSOT1] ???? EVERFLOW,gcgSGRB WIFI,confirm your contact info....,11/5/2022,807,4,0.493218249,23,2.771084337
1105_22_skenzo_laptop_8am ?????,GPTTco SDR,Email Delivered. Your Laptop options,11/5/2022,19781,4,0.020217336,7,0.035374975
Day 0.99 PayPal Conceptual  (d0pint99) ????????,GetPaidToTry TRG SDR,{{first_name}} Confirm your PayPal offer,11/5/2022,4176,4,0.09569378,6,0.143472023
Day 0 4 hrs later ???? EVERFLOW,gcgSGRB WIFI,confirm your email,11/5/2022,1442,4,0.276625173,3,0.207612457
"3x-???? (Fluent) S&P - CashApp $100 Spring - RS (U)-We sent you a CASH APP DEPOSIT offer today, Confirm ASAP!",GiftCardGrabber GFR,"We sent you a CASH APP DEPOSIT offer today, Confirm ASAP!",11/5/2022,6599,4,0.060578525,12,0.181515656
Day 0 Follow Up: Zeeto Target (2GXWa-tgt-atox-smr) ????????,GPTTco SDR,{{first_name}} You Have (1) Redeemable Target Gift Card Offer,11/5/2022,2059,4,0.19389239,3,0.145489816
110522 (INT) GPTT Offer  [GPTTT1] 4:00 pm EE ?,gpttSGRB WIFI,you still have not activated your $5 account credit.,11/5/2022,3966,4,0.100755668,7,0.176189278
"3x-???? (Zeeto) Bath & Body Fall Body Cream - CPA (U)-{{first_name}} your PACKAGE offer was eDelivered on {{ ""now""",GiftCardGrabber GFR,"{{first_name}} your PACKAGE offer was eDelivered on {{ ""now"" | date: ""%m/%d/20%y"" }}, confirm ASAP!",11/5/2022,6599,4,0.060578525,13,0.19661222
"110522-???? (Skenzo 2) Bank Account 0520 - RS (U)-4pm-3x-aunc-{{first_name}} you received Bank Account options, Vi",Major (Dave) GFR,"{{first_name}} you received Bank Account options, View ASAP!",11/5/2022,20563,4,0.019448631,8,0.038889699
Internal_SIG_Day0 Non-Openers ????,GPTT A DRL,{{first_name}} we sent you a message alert,11/5/2022,1795,4,0.222345748,3,0.166852058
Saad Day 0  ????,MJSK1 SDR,confirm your account,11/5/2022,843,4,0.472255018,4,0.472255018
O no O in 6 D GPTT T2 ???? EVERFLOW,gcgSGRB WIFI,Please verify your email info inside,11/5/2022,1259,4,0.316706255,1,0.079365079
Internal_SIG_ANC ????,GiftCardGrabber A DRL,Please activate your account,11/5/2022,354,4,1.117318436,3,0.840336134
GPTT internal v21,Major 2019 DRAGON,???? {{first_name}} we sent you a message notification,11/5/2022,748,4,0.531914894,4,0.531914894
110522-???? (WhatIf) Found Money Guide - RS (U)-8pm-3x-aunc-???? verify your email,Major (Dave) GFR,???? verify your email,11/5/2022,20927,4,0.01911041,15,0.071626397
DAY 0 GPTT Internal (EMAIL#1) ????????,SigM2 FROG,Please Confirm Your Email,11/5/2022,1558,4,0.256081946,4,0.256081946
Day 0 2 hour Follow up: Conceptual AMC GC (amc-nonpp) ???? [Non-Preping follow up 2] () (2) (2),GPTT C DRAGON,Confirm your AMC Gift Card Offer,11/5/2022,1731,3,0.173010381,3,0.173010381
Internal_SIG_Day0 Non-Openers ????????,Sig TRG DRL,{{first_name}} we sent you a message alert,11/5/2022,1380,3,0.21691974,7,0.504686373
Day 0 - GPTT INTERNAL (#1 EMAIL) **,GPTTM1 FROG,please confirm your email,11/5/2022,1129,3,0.265017668,1,0.088495575
Day 2 (Zeeto) Craftsman - CPA (PY) EFLink,MSDZ1 WIFI,Come & Get Your DeWalt Tool Samples,11/5/2022,5253,3,0.057077626,4,0.076089024
Day 5 (Zeeto) Tide vs Gain - CPA (PY) EFLink,MSDZ1 WIFI,Sample Notice: Tide Detergent or Gain Detergent?,11/5/2022,5347,3,0.056074766,8,0.149393091
GetPaidToTry-(Creative#SA)-Inactive Clicker WorkFlow ????????,SignatureSurveys FROG,please confirm your email,11/5/2022,348,3,0.854700855,28,7.446808511
Has Not Opened After 1 Day (Fluent) Cash App Offer (CAPT1) EFLink,MSDZ1 WIFI,confirm your pending Cash App offer {{first_name}},11/5/2022,392,3,0.759493671,22,5.314009662
Internal GPTT - Opener Level 5 ????,GiftCardGrabber SDR,{{first_name}} Activate your account,11/5/2022,388,3,0.767263427,10,2.512562814
Internal_SampleThat_Day0 (Official Email #1),Sample TRG DRL,Please confirm your email,11/5/2022,156,3,1.886792453,3,1.886792453
(Whatif) Top Credit Card Finder [TCCT1] 5 min EFLink,Samplegrabber special WIFI,we are happy you're here please review your funding offer {{first_name}},11/5/2022,591,3,0.505050505,2,0.337268128
> ????-live-OPENERS-WHO-HAVE-NOT-CLICKED-BTW1TO7-DAYS-WORKFLOW-???? Signature Surveys - CPA-Your account has availabl,Sig (Dave) GFR,Your account has available credit,11/5/2022,1524,3,0.196463654,37,2.370275464
Non Clicker 1D,GPTTco SDR,{{date}} You have a message in your inbox,11/5/2022,2172,3,0.137931034,5,0.229673863
O no O in 1 D SIG T1 EFLink,Samplegrabber special WIFI,{{first_name}} you still have to confirm your email,11/5/2022,441,3,0.675675676,8,1.781737194
Opener Level 1 - Fluent paypal ???????? | -pyplflnt-opnlvl1-ATOX,GPTTco SDR,Your PayPal offer is here,11/5/2022,579,3,0.515463918,30,4.926108374
Opener WF- Shift44-SuperSweeps,GPTT FROG,are we adding the name {{first_name}}{{last_name}} to the winner's list?,11/5/2022,1622,3,0.184615385,9,0.551808706
PA Shell Survey $90,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Youâ€™ve been selected! Confirm your survey reward offers",11/5/2022,3738,3,0.080192462,7,0.186915888
Shift44_RewardsLockerAmazon_Day0 (Email #3),giftcardgrabber FROG,We tried to reach you....,11/5/2022,1927,3,0.155440415,4,0.207146556
(09-08)-Siginternal(CREATIVE#6),MajorM1 FROG,{{date}} please activate your account,11/5/2022,852,3,0.350877193,1,0.117233294
cncptamcx-1dn0clk3em 1 Day New + 0 click + Sent 3 Emails Or More Workflow: Conceptual AMC GC ????,GPTT C DRAGON,Offer Delivered Electronically: An AMC Gift Card Offer,11/5/2022,2120,3,0.141309468,4,0.188323917
Conceptional-PayPal -OPENER WORKFLOW - Email#2 ?,GPTT FROG,we're trying to contact you,11/5/2022,1479,3,0.20242915,5,0.336927224
1105_22_Flatiron_MDMExclusives_7pm (EE-SA1D) ?????,GiftCardGrabber A DRL,2nd notice - please verify your contact info,11/5/2022,4815,3,0.062266501,4,0.083004773
